"","gabi_acc_number","accession_number","citation","genus_name_pub","species_name_pub","valid_species_name","type_of_data","dubious","note_dubious","locality","country","adm1","adm2","dec_lat","dec_long","bentity2_name","insert_date","update_date"
"1013","GABI_02328686","Benoit-Lit-Data-982796","TTU-Z_TTU-Z_006348_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Riesel","USA","Texas","McLennan","31.480079","-96.928483","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1014","GABI_02328687","Benoit-Lit-Data-982798","TTU-Z_TTU-Z_006350_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Riesel","USA","Texas","McLennan","31.480079","-96.928483","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1015","GABI_02328688","Benoit-Lit-Data-982805","TTU-Z_TTU-Z_006357_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Watt","USA","Texas","Limestone","31.644031","-96.858835","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1016","GABI_02328689","Benoit-Lit-Data-982806","TTU-Z_TTU-Z_006358_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Watt","USA","Texas","Limestone","31.644031","-96.858835","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1017","GABI_02328690","Benoit-Lit-Data-982902","TTU-Z_TTU-Z_006454_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","16 N miles of dallas","USA","Texas","Dallas","33.04551","-96.81152","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1018","GABI_02328691","Benoit-Lit-Data-977395","TTU-Z_TTU-Z_000563_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Far North Dallas in Kiowa Park","USA","Texas","Dallas","32.906413","-96.781524","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1019","GABI_02328692","Benoit-Lit-Data-982900","TTU-Z_TTU-Z_006452_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","i35 at junction of counties","USA","Texas","Dallas","32.67637","-96.74561","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1020","GABI_02328693","Benoit-Lit-Data-982901","TTU-Z_TTU-Z_006453_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","i35 at junction of counties","USA","Texas","Dallas","32.67637","-96.74561","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1021","GABI_02328694","Benoit-Lit-Data-985519","TTU-Z_TTU-Z_021435_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","12.9 miles SE of Lamesa","USA","Texas","Dawson","32.08723","-96.71539","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1022","GABI_02328696","Benoit-Lit-Data-982899","TTU-Z_TTU-Z_006451_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Ennis","USA","Texas","Ellis","32.328279","-96.622723","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1023","GABI_02328697","Benoit-Lit-Data-977549","TTU-Z_TTU-Z_000720_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Eisenhower State Park","USA","Texas","Grayson","33.816305","-96.609674","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1024","GABI_02328698","Benoit-Lit-Data-982807","TTU-Z_TTU-Z_006359_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Mexia","USA","Texas","Limestone","31.67972","-96.48194","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1025","GABI_02328699","Benoit-Lit-Data-982808","TTU-Z_TTU-Z_006360_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Mexia","USA","Texas","Limestone","31.67972","-96.48194","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1026","GABI_02328700","Benoit-Lit-Data-982825","TTU-Z_TTU-Z_006377_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Navarro","USA","Texas","Navarro","32.046929","-96.472485","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1027","GABI_02328701","Benoit-Lit-Data-982888","TTU-Z_TTU-Z_006440_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Rockwall","USA","Texas","Rockwall","32.93111","-96.45944","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1028","GABI_02328702","Benoit-Lit-Data-982814","TTU-Z_TTU-Z_006366_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 miles S of Kirrin, 80 + 27","USA","Texas","Freestone","31.9102","-96.36658","Texas","2019/04/05 03:03:11.481209+09","2019/06/30 09:45:05.602033+09"
"1029","GABI_02328703","Benoit-Lit-Data-982815","TTU-Z_TTU-Z_006367_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 miles S of Kirrin, 80 + 27","USA","Texas","Freestone","31.9102","-96.36658","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1030","GABI_02328704","Benoit-Lit-Data-982816","TTU-Z_TTU-Z_006368_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 miles S of Kirrin, 80 + 27","USA","Texas","Freestone","31.9102","-96.36658","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1031","GABI_02328705","Benoit-Lit-Data-982893","TTU-Z_TTU-Z_006445_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Kaufman","USA","Texas","Kaufman","32.588855","-96.306164","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1032","GABI_02328706","Benoit-Lit-Data-982894","TTU-Z_TTU-Z_006446_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Kaufman","USA","Texas","Kaufman","32.588855","-96.306164","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1033","GABI_02328707","Benoit-Lit-Data-982895","TTU-Z_TTU-Z_006447_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Kaufman","USA","Texas","Kaufman","32.588855","-96.306164","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1034","GABI_02328708","Benoit-Lit-Data-983607","TTU-Z_TTU-Z_007576_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Snyder WTC Golf Course","USA","Texas","Scurry","32.44836","-96.29379","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1035","GABI_02328709","Benoit-Lit-Data-983608","TTU-Z_TTU-Z_007577_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Musselwhite","USA","Texas","Scurry","32.44836","-96.29379","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1036","GABI_02328711","Benoit-Lit-Data-982890","TTU-Z_TTU-Z_006442_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Terrell","USA","Texas","Kaufman","32.736256","-96.292231","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1037","GABI_02328712","Benoit-Lit-Data-982891","TTU-Z_TTU-Z_006443_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Terrell","USA","Texas","Kaufman","32.736256","-96.292231","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1038","GABI_02328713","Benoit-Lit-Data-982454","TTU-Z_TTU-Z_005923_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Forney","USA","Texas","Kaufman","32.5005","-96.27319","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1039","GABI_02328714","Benoit-Lit-Data-982594","TTU-Z_TTU-Z_006146_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1.3 mi. E of F.R. 148 on i-20, at overpass (about 1.5 mi. SW of Terrell)","USA","Texas","Kaufman","32.5005","-96.27319","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1040","GABI_02328715","Benoit-Lit-Data-982595","TTU-Z_TTU-Z_006147_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1.5 miles W of FR 148 on i-20 (0.5 mi. S of Lawrence)","USA","Texas","Kaufman","32.5005","-96.27319","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1041","GABI_02328716","Benoit-Lit-Data-982600","TTU-Z_TTU-Z_006152_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","F.R.480 Junction with i20, E city limits of Forney","USA","Texas","Kaufman","32.5005","-96.27319","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1042","GABI_02328717","Benoit-Lit-Data-982826","TTU-Z_TTU-Z_006378_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","19 miles N of Fairfield","USA","Texas","Freestone","31.86473","-96.19766","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1043","GABI_02328718","Benoit-Lit-Data-982817","TTU-Z_TTU-Z_006369_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","1 mile S of Kirrin, 80 + 27","USA","Texas","Freestone","31.74218","-96.13998","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1044","GABI_02328719","Benoit-Lit-Data-982830","TTU-Z_TTU-Z_006382_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Athens","USA","Texas","Henderson","32.2047","-95.8553","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1045","GABI_02328720","Benoit-Lit-Data-982831","TTU-Z_TTU-Z_006383_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Athens","USA","Texas","Henderson","32.2047","-95.8553","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1046","GABI_02328721","Benoit-Lit-Data-982832","TTU-Z_TTU-Z_006384_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Athens","USA","Texas","Henderson","32.2047","-95.8553","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1047","GABI_02328722","Benoit-Lit-Data-982829","TTU-Z_TTU-Z_006381_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","4 miles W of Bradford","USA","Texas","Anderson","31.98392","-95.84644","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1048","GABI_02328723","Benoit-Lit-Data-982857","TTU-Z_TTU-Z_006409_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Emory","USA","Texas","Rains","32.875198","-95.764797","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1049","GABI_02328724","Benoit-Lit-Data-982858","TTU-Z_TTU-Z_006410_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Emory","USA","Texas","Rains","32.875198","-95.764797","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1050","GABI_02328725","Benoit-Lit-Data-982852","TTU-Z_TTU-Z_006404_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Grand Saline","USA","Texas","Van Zandt","32.67819","-95.713848","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1051","GABI_02328726","Benoit-Lit-Data-982853","TTU-Z_TTU-Z_006405_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Grand Saline","USA","Texas","Van Zandt","32.67819","-95.713848","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1052","GABI_02328727","Benoit-Lit-Data-982854","TTU-Z_TTU-Z_006406_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Grand Saline","USA","Texas","Van Zandt","32.67819","-95.713848","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1053","GABI_02328728","Benoit-Lit-Data-982833","TTU-Z_TTU-Z_006385_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Poynor","USA","Texas","Henderson","32.077617","-95.594498","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1054","GABI_02328729","Benoit-Lit-Data-982834","TTU-Z_TTU-Z_006386_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Poynor","USA","Texas","Henderson","32.077617","-95.594498","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1055","GABI_02328730","Benoit-Lit-Data-982835","TTU-Z_TTU-Z_006387_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Poynor","USA","Texas","Henderson","32.077617","-95.594498","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1056","GABI_02328731","Benoit-Lit-Data-982836","TTU-Z_TTU-Z_006388_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Poynor","USA","Texas","Henderson","32.077617","-95.594498","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1057","GABI_02328732","Benoit-Lit-Data-982837","TTU-Z_TTU-Z_006389_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Poynor","USA","Texas","Henderson","32.077617","-95.594498","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1058","GABI_02328733","Benoit-Lit-Data-982839","TTU-Z_TTU-Z_006391_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Poynor","USA","Texas","Henderson","32.077617","-95.594498","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1059","GABI_02328734","Benoit-Lit-Data-982859","TTU-Z_TTU-Z_006411_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Junction 515 & 154","USA","Texas","Wood","32.930565","-95.575","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1060","GABI_02328735","Benoit-Lit-Data-982842","TTU-Z_TTU-Z_006394_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Chandler","USA","Texas","Henderson","32.30778","-95.47972","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1061","GABI_02328736","Benoit-Lit-Data-982860","TTU-Z_TTU-Z_006412_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Quitman","USA","Texas","Wood","32.791286","-95.447869","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1062","GABI_02328737","Benoit-Lit-Data-977205","TTU-Z_TTU-Z_000272_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Sam Houston National Forest","USA","Texas","San Jacinto","30.559743","-95.268422","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1063","GABI_02328738","Benoit-Lit-Data-977532","TTU-Z_TTU-Z_000701_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Tyler State Park","USA","Texas","Smith","32.314876","-95.251033","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1064","GABI_02328739","Benoit-Lit-Data-982861","TTU-Z_TTU-Z_006413_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Newsome","USA","Texas","Camp","32.97722","-95.13861","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1065","GABI_02328740","Benoit-Lit-Data-982862","TTU-Z_TTU-Z_006414_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Newsome","USA","Texas","Camp","32.97722","-95.13861","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1066","GABI_02328741","Benoit-Lit-Data-982863","TTU-Z_TTU-Z_006415_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Newsome","USA","Texas","Camp","32.97722","-95.13861","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1067","GABI_02328742","Benoit-Lit-Data-982864","TTU-Z_TTU-Z_006416_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Pittsburg","USA","Texas","Camp","32.99528","-94.96556","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1068","GABI_02328743","Benoit-Lit-Data-982865","TTU-Z_TTU-Z_006417_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Pittsburg","USA","Texas","Camp","32.99528","-94.96556","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1069","GABI_02328744","Benoit-Lit-Data-982866","TTU-Z_TTU-Z_006418_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Pittsburg","USA","Texas","Camp","32.99528","-94.96556","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1070","GABI_02328745","Benoit-Lit-Data-982869","TTU-Z_TTU-Z_006421_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gilmer","USA","Texas","Upshur","32.731066","-94.95134","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1071","GABI_02328746","Benoit-Lit-Data-982871","TTU-Z_TTU-Z_006423_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Gilmer","USA","Texas","Upshur","32.731066","-94.95134","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1072","GABI_02328747","Benoit-Lit-Data-977146","TTU-Z_TTU-Z_000209_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Far southeastern corner of county at Lake Palestine","USA","Texas","Henderson","31.9941","-94.75159","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1073","GABI_02328748","Benoit-Lit-Data-982445","TTU-Z_TTU-Z_005913_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","13.5 mi SE of Athens","USA","Texas","Henderson","31.9941","-94.75159","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1074","GABI_02328749","Benoit-Lit-Data-982840","TTU-Z_TTU-Z_006392_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","6 miles S of Chandler","USA","Texas","Henderson","31.9941","-94.75159","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1075","GABI_02328750","Benoit-Lit-Data-982872","TTU-Z_TTU-Z_006424_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Diana","USA","Texas","Upshur","32.710074","-94.74944","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1076","GABI_02328751","Benoit-Lit-Data-977201","TTU-Z_TTU-Z_000268_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","12 NW miles of silsbee","USA","Texas","Hardin","30.15344","-94.74472","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1077","GABI_02328752","Benoit-Lit-Data-982883","TTU-Z_TTU-Z_006435_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Linden","USA","Texas","Cass","33.01222","-94.36528","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1078","GABI_02328753","Benoit-Lit-Data-982880","TTU-Z_TTU-Z_006432_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jefferson","USA","Texas","Marion","32.761309","-94.353497","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1079","GABI_02328754","Benoit-Lit-Data-982881","TTU-Z_TTU-Z_006433_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Jefferson","USA","Texas","Marion","32.761309","-94.353497","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1080","GABI_02328755","Benoit-Lit-Data-981102","TTU-Z_TTU-Z_004476_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","4.5 miles W of Rockdale","USA","Texas","Milam","31.99876","-94.14185","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1081","GABI_02328756","Benoit-Lit-Data-981105","TTU-Z_TTU-Z_004479_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","4.5 miles W of Rockdale","USA","Texas","Milam","31.99876","-94.14185","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1082","GABI_02328757","Benoit-Lit-Data-978197","TTU-Z_TTU-Z_001420_TTU1997-058","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","8 miles E of San Augustine","USA","Texas","San Augustine","31.5247","-94.10339","Texas","2019/04/05 03:03:14.769991+09","2019/06/30 09:45:05.602033+09"
"1083","GABI_02344508","Benoit-Lit-Data-956544","MSBA_39380_","Solenopsis","xyloni","Solenopsis.xyloni","Museum Specimen","","","Grand Canyon National Park, Colorado River, river mile 194.0L","USA","Arizona","Mohave","36.069","-113.261","Arizona","2019/04/05 03:18:37.209273+09","2019/06/30 09:45:05.602033+09"
