Photo,Label,,Measure,Trait,
CaS 3.2.jpg,8,144.369,1.192,Webers,Dorymyrmex bicolor
CaS 3.3.jpg,1,150.642,1.223,Femur,Dorymyrmex bicolor
CaS 3.3.jpg,2,-119.678,0.892,Scape,Dorymyrmex bicolor
CaS 3.3.jpg,3,175.821,0.457,Mandible length,Dorymyrmex bicolor
CaS 3.3.jpg,4,-108.101,0.791,Head length,Dorymyrmex bicolor
CaS 3.3.jpg,5,-104.868,0.243,Eye length,Dorymyrmex bicolor
CaS 3.3.jpg,6,157.203,0.156,Eye width,Dorymyrmex bicolor
CaS 3.3.jpg,7,159.05,0.781,Head width,Dorymyrmex bicolor
CaS 3.3.jpg,8,-174.396,1.109,Webers,Dorymyrmex bicolor
CaS 3.4.jpg,1,-10.746,1.172,Femur,Dorymyrmex bicolor
CaS 3.4.jpg,2,140.362,0.922,Scape,Dorymyrmex bicolor
CaS 3.4.jpg,3,-3.24,0.446,Mandible length,Dorymyrmex bicolor
CaS 3.4.jpg,4,73.025,0.835,Head length,Dorymyrmex bicolor
CaS 3.4.jpg,5,-105.945,0.245,Eye length,Dorymyrmex bicolor
CaS 3.4.jpg,6,162.121,0.137,Eye width,Dorymyrmex bicolor
CaS 3.4.jpg,7,-22.596,0.787,Head width,Dorymyrmex bicolor
CaS 3.4.jpg,8,-175.498,1.071,Webers,Dorymyrmex bicolor
CaS 3.5.jpg,1,-51.067,1.237,Femur,Dorymyrmex bicolor
CaS 3.5.jpg,2,140.711,0.955,Scape,Dorymyrmex bicolor
CaS 3.5.jpg,3,-161.795,0.498,Mandible length,Dorymyrmex bicolor
CaS 3.5.jpg,4,119.591,0.872,Head length,Dorymyrmex bicolor
CaS 3.5.jpg,5,-62.176,0.257,Eye length,Dorymyrmex bicolor
CaS 3.5.jpg,6,33.476,0.156,Eye width,Dorymyrmex bicolor
CaS 3.5.jpg,7,-142.085,0.783,Head width,Dorymyrmex bicolor
CaS 3.5.jpg,8,-145.078,1.409,Webers,Dorymyrmex bicolor
CaS 3.6.jpg,1,167.067,1.135,Femur,Dorymyrmex bicolor
CaS 3.6.jpg,2,44.623,0.881,Scape,Dorymyrmex bicolor
CaS 3.6.jpg,3,-179.721,0.42,Mandible length,Dorymyrmex bicolor
CaS 3.6.jpg,4,-97.075,0.865,Head length,Dorymyrmex bicolor
CaS 3.6.jpg,5,-105.945,0.239,Eye length,Dorymyrmex bicolor
CaS 3.6.jpg,6,159.624,0.153,Eye width,Dorymyrmex bicolor
CaS 3.6.jpg,7,-7.951,0.74,Head width,Dorymyrmex bicolor
CaS 3.6.jpg,8,-111.801,1.169,Webers,Dorymyrmex bicolor
CaS 3.7.jpg,1,-81.56,0.647,Femur,Forelius pruinosis
CaS 3.7.jpg,2,-106.455,0.511,Scape,Forelius pruinosis
CaS 3.7.jpg,3,133.363,0.256,Mandible length,Forelius pruinosis
CaS 3.7.jpg,4,52.431,0.576,Head length,Forelius pruinosis
CaS 3.7.jpg,5,-122.735,0.138,Eye length,Forelius pruinosis
CaS 3.7.jpg,6,140.826,0.072,Eye width,Forelius pruinosis
CaS 3.7.jpg,7,141.044,0.499,Head width,Forelius pruinosis
CaS 3.7.jpg,8,-140.295,0.601,Webers,Forelius pruinosis
CaS 3.8.jpg,1,-167.106,0.722,Femur,Forelius pruinosis
CaS 3.8.jpg,2,-152.657,0.558,Scape,Forelius pruinosis
CaS 3.8.jpg,3,-76.264,0.294,Mandible length,Forelius pruinosis
CaS 3.8.jpg,4,-152.517,0.533,Head length,Forelius pruinosis
CaS 3.8.jpg,5,-157.714,0.14,Eye length,Forelius pruinosis
CaS 3.8.jpg,6,-67.249,0.071,Eye width,Forelius pruinosis
CaS 3.8.jpg,7,-66.999,0.564,Head width,Forelius pruinosis
CaS 3.8.jpg,8,-14.481,0.729,Webers,Forelius pruinosis
CaS 3.9.jpg,1,5.991,0.702,Femur,Forelius pruinosis
CaS 3.9.jpg,2,-46.888,0.555,Scape,Forelius pruinosis
CaS 3.9.jpg,3,-78.449,0.301,Mandible length,Forelius pruinosis
CaS 3.9.jpg,4,-0.391,0.631,Head length,Forelius pruinosis
CaS 3.9.jpg,5,-2.643,0.14,Eye length,Forelius pruinosis
CaS 3.9.jpg,6,-92.437,0.101,Eye width,Forelius pruinosis
CaS 3.9.jpg,7,-92.684,0.552,Head width,Forelius pruinosis
CaS 3.9.jpg,8,58.065,0.742,Webers,Forelius pruinosis
CaS 3.10.jpg,1,-11.31,0.7,Femur,Forelius pruinosis
CaS 3.10.jpg,2,-41.748,0.518,Scape,Forelius pruinosis
CaS 3.10.jpg,3,150.461,0.287,Mandible length,Forelius pruinosis
CaS 3.10.jpg,4,-131.6,0.595,Head length,Forelius pruinosis
CaS 3.10.jpg,5,-124.186,0.133,Eye length,Forelius pruinosis
CaS 3.10.jpg,6,-37.999,0.084,Eye width,Forelius pruinosis
CaS 3.10.jpg,7,139.374,0.52,Head width,Forelius pruinosis
CaS 3.10.jpg,8,165.964,0.849,Webers,Forelius pruinosis
CaS 3.11.jpg,1,-104.036,0.681,Femur,Forelius pruinosis
CaS 3.11.jpg,2,62.85,0.557,Scape,Forelius pruinosis
CaS 3.11.jpg,3,133.905,0.235,Mandible length,Forelius pruinosis
CaS 3.11.jpg,4,-172.754,0.621,Head length,Forelius pruinosis
CaS 3.11.jpg,5,5.964,0.143,Eye length,Forelius pruinosis
CaS 3.11.jpg,6,-81.254,0.084,Eye width,Forelius pruinosis
CaS 3.11.jpg,7,-83.61,0.532,Head width,Forelius pruinosis
CaS 3.11.jpg,8,18.871,0.792,Webers,Forelius pruinosis
CaS 3.12.jpg,1,-66.89,0.7,Femur,Forelius pruinosis
CaS 3.12.jpg,2,-165.66,0.563,Scape,Forelius pruinosis
CaS 3.12.jpg,3,-40.006,0.3,Mandible length,Forelius pruinosis
CaS 3.12.jpg,4,-113.102,0.637,Head length,Forelius pruinosis
CaS 3.12.jpg,5,-110.556,0.14,Eye length,Forelius pruinosis
CaS 3.12.jpg,6,150.945,0.084,Eye width,Forelius pruinosis
CaS 3.12.jpg,7,-29.588,0.556,Head width,Forelius pruinosis
CaS 3.12.jpg,8,119.511,0.749,Webers,Forelius pruinosis
CaS 4.1.jpg,1,-36.394,2.169,Femur,Messor andrei
CaS 4.1.jpg,2,162.585,1.383,Scape,Messor andrei
CaS 4.1.jpg,3,163.108,0.818,Mandible length,Messor andrei
CaS 4.1.jpg,4,94.231,1.611,Head length,Messor andrei
CaS 4.1.jpg,5,95.711,0.288,Eye length,Messor andrei
CaS 4.1.jpg,6,3.366,0.14,Eye width,Messor andrei
CaS 4.1.jpg,7,3.966,1.541,Head width,Messor andrei
CaS 4.1.jpg,8,162.045,2.167,Webers,Messor andrei
CaS 4.2.jpg,1,-18.402,2.246,Femur,Messor andrei
CaS 4.2.jpg,2,-84.183,1.537,Scape,Messor andrei
CaS 4.2.jpg,3,53.13,0.963,Mandible length,Messor andrei
CaS 4.2.jpg,4,115.874,1.672,Head length,Messor andrei
CaS 4.2.jpg,5,-63.113,0.326,Eye length,Messor andrei
CaS 4.2.jpg,6,25.769,0.132,Eye width,Messor andrei
CaS 4.2.jpg,7,26.319,1.71,Head width,Messor andrei
CaS 4.2.jpg,8,-159.563,2.3,Webers,Messor andrei
CaS 4.3.jpg,1,-13.853,2.192,Femur,Messor andrei
CaS 4.3.jpg,2,26.705,1.517,Scape,Messor andrei
CaS 4.3.jpg,3,24.289,0.884,Mandible length,Messor andrei
CaS 4.3.jpg,4,81.757,1.787,Head length,Messor andrei
CaS 4.3.jpg,5,88.586,0.335,Eye length,Messor andrei
CaS 4.3.jpg,6,-1.685,0.141,Eye width,Messor andrei
CaS 4.3.jpg,7,-5.935,1.678,Head width,Messor andrei
CaS 4.3.jpg,8,146.619,2.335,Webers,Messor andrei
CaS 4.4.jpg,1,-16.276,2.359,Femur,Messor andrei
CaS 4.4.jpg,2,-53.738,1.481,Scape,Messor andrei
CaS 4.4.jpg,3,-94.375,0.758,Mandible length,Messor andrei
CaS 4.4.jpg,4,-163.275,1.752,Head length,Messor andrei
CaS 4.4.jpg,5,16.348,0.323,Eye length,Messor andrei
CaS 4.4.jpg,6,-76.293,0.174,Eye width,Messor andrei
CaS 4.4.jpg,7,-72.35,1.717,Head width,Messor andrei
CaS 4.4.jpg,8,61.644,2.305,Webers,Messor andrei
CaS 4.5.jpg,1,-16.231,2.22,Femur,Messor andrei
CaS 4.5.jpg,2,96.756,1.473,Scape,Messor andrei
CaS 4.5.jpg,3,-173.157,0.812,Mandible length,Messor andrei
CaS 4.5.jpg,4,120.355,1.69,Head length,Messor andrei
CaS 4.5.jpg,5,-64.47,0.299,Eye length,Messor andrei
CaS 4.5.jpg,6,32.152,0.167,Eye width,Messor andrei
CaS 4.5.jpg,7,32.568,1.654,Head width,Messor andrei
CaS 4.5.jpg,8,-130.063,2.185,Webers,Messor andrei
CaS 4.6.jpg,1,141.202,2.422,Femur,Messor andrei
CaS 4.6.jpg,2,-50.535,1.524,Scape,Messor andrei
CaS 4.6.jpg,3,46.21,0.835,Mandible length,Messor andrei
CaS 4.6.jpg,4,-81.177,1.898,Head length,Messor andrei
CaS 4.6.jpg,5,-78.408,0.331,Eye length,Messor andrei
CaS 4.6.jpg,6,12.308,0.234,Eye width,Messor andrei
CaS 4.6.jpg,7,10.186,1.787,Head width,Messor andrei
CaS 4.6.jpg,8,-145.429,2.55,Webers,Messor andrei
CaS 4.7.jpg,1,-21.846,1.938,Femur,Myrmecocystus
CaS 4.7.jpg,2,-40.179,1.448,Scape,Myrmecocystus
CaS 4.7.jpg,3,73.96,0.682,Mandible length,Myrmecocystus
CaS 4.7.jpg,4,3.113,1.358,Head length,Myrmecocystus
CaS 4.7.jpg,5,8.427,0.336,Eye length,Myrmecocystus
CaS 4.7.jpg,6,-83.66,0.148,Eye width,Myrmecocystus
CaS 4.7.jpg,7,-87.212,1.264,Head width,Myrmecocystus
CaS 4.7.jpg,8,175.768,1.944,Webers,Myrmecocystus
CaS 4.8.jpg,1,-35.85,1.777,Femur,Myrmecocystus
CaS 4.8.jpg,2,90.732,1.303,Scape,Myrmecocystus
CaS 4.8.jpg,3,168.899,0.67,Mandible length,Myrmecocystus
CaS 4.8.jpg,4,111.379,1.153,Head length,Myrmecocystus
CaS 4.8.jpg,5,-68.039,0.278,Eye length,Myrmecocystus
CaS 4.8.jpg,6,24.102,0.173,Eye width,Myrmecocystus
CaS 4.8.jpg,7,24.386,1.028,Head width,Myrmecocystus
CaS 4.8.jpg,8,33.605,1.55,Webers,Myrmecocystus
CaS 4.9.jpg,1,-97.791,1.662,Femur,Myrmecocystus
CaS 4.9.jpg,2,79.426,1.25,Scape,Myrmecocystus
CaS 4.9.jpg,3,-8.802,0.642,Mandible length,Myrmecocystus
CaS 4.9.jpg,4,-69.388,0.989,Head length,Myrmecocystus
CaS 4.9.jpg,5,-81.327,0.244,Eye length,Myrmecocystus
CaS 4.9.jpg,6,17.241,0.124,Eye width,Myrmecocystus
CaS 4.9.jpg,7,22.448,0.944,Head width,Myrmecocystus
CaS 4.9.jpg,8,-168.338,1.439,Webers,Myrmecocystus
CaS 4.10.jpg,1,-11.337,1.756,Femur,Myrmecocystus
CaS 4.10.jpg,2,-76.572,1.236,Scape,Myrmecocystus
CaS 4.10.jpg,3,81.309,0.661,Mandible length,Myrmecocystus
CaS 4.10.jpg,4,144.414,1.151,Head length,Myrmecocystus
CaS 4.10.jpg,5,-31.827,0.284,Eye length,Myrmecocystus
CaS 4.10.jpg,6,58.782,0.161,Eye width,Myrmecocystus
CaS 4.10.jpg,7,56.31,1.05,Head width,Myrmecocystus
CaS 4.10.jpg,8,21.801,1.658,Webers,Myrmecocystus
CaS 4.11.jpg,1,86.226,1.937,Femur,Myrmecocystus
CaS 4.11.jpg,2,52.483,1.384,Scape,Myrmecocystus
CaS 4.11.jpg,3,93.281,0.647,Mandible length,Myrmecocystus
CaS 4.11.jpg,4,145.244,1.226,Head length,Myrmecocystus
CaS 4.11.jpg,5,-30.141,0.295,Eye length,Myrmecocystus
CaS 4.11.jpg,6,60.573,0.184,Eye width,Myrmecocystus
CaS 4.11.jpg,7,58.392,1.067,Head width,Myrmecocystus
CaS 4.11.jpg,8,-9.75,1.748,Webers,Myrmecocystus
CaS 4.12.jpg,1,-74.586,1.958,Femur,Myrmecocystus
CaS 4.12.jpg,2,-78.788,1.423,Scape,Myrmecocystus
CaS 4.12.jpg,3,37.933,0.712,Mandible length,Myrmecocystus
CaS 4.12.jpg,4,101.419,1.272,Head length,Myrmecocystus
CaS 4.12.jpg,5,-73.523,0.306,Eye length,Myrmecocystus
CaS 4.12.jpg,6,17.354,0.138,Eye width,Myrmecocystus
CaS 4.12.jpg,7,13.345,1.163,Head width,Myrmecocystus
CaS 4.12.jpg,8,23.977,1.677,Webers,Myrmecocystus
CaSl 1.1.jpg,1,41.963,0.833,Femur,Solenopsis xyloni
CaSl 1.1.jpg,2,-26.358,0.595,Scape,Solenopsis xyloni
CaSl 1.1.jpg,3,-41.074,0.463,Mandible length,Solenopsis xyloni
CaSl 1.1.jpg,4,23.388,0.762,Head length,Solenopsis xyloni
CaSl 1.1.jpg,5,18.687,0.115,Eye length,Solenopsis xyloni
CaSl 1.1.jpg,6,-68.499,0.057,Eye width,Solenopsis xyloni
CaSl 1.1.jpg,7,-69.928,0.709,Head width,Solenopsis xyloni
CaSl 1.1.jpg,8,-166.593,0.901,Webers,Solenopsis xyloni
CaSl 1.2.jpg,1,21.501,0.852,Femur,Solenopsis xyloni
CaSl 1.2.jpg,2,81.207,0.676,Scape,Solenopsis xyloni
CaSl 1.2.jpg,3,53.001,0.427,Mandible length,Solenopsis xyloni
CaSl 1.2.jpg,4,114.643,0.801,Head length,Solenopsis xyloni
CaSl 1.2.jpg,5,113.749,0.131,Eye length,Solenopsis xyloni
CaSl 1.2.jpg,6,27.553,0.062,Eye width,Solenopsis xyloni
CaSl 1.2.jpg,7,28.686,0.726,Head width,Solenopsis xyloni
CaSl 1.2.jpg,8,-51.905,0.876,Webers,Solenopsis xyloni
CaSl 1.3.jpg,1,5.395,0.861,Femur,Solenopsis xyloni
CaSl 1.3.jpg,2,-35.385,0.625,Scape,Solenopsis xyloni
CaSl 1.3.jpg,3,-48.34,0.433,Mandible length,Solenopsis xyloni
CaSl 1.3.jpg,4,27.954,0.747,Head length,Solenopsis xyloni
CaSl 1.3.jpg,5,24.228,0.104,Eye length,Solenopsis xyloni
CaSl 1.3.jpg,6,-58.173,0.081,Eye width,Solenopsis xyloni
CaSl 1.3.jpg,7,-67.63,0.713,Head width,Solenopsis xyloni
CaSl 1.3.jpg,8,-54.586,0.9,Webers,Solenopsis xyloni
CaSl 1.4.jpg,1,-37.164,0.748,Femur,Solenopsis xyloni
CaSl 1.4.jpg,2,91.494,0.553,Scape,Solenopsis xyloni
CaSl 1.4.jpg,3,5.08,0.434,Mandible length,Solenopsis xyloni
CaSl 1.4.jpg,4,68.121,0.658,Head length,Solenopsis xyloni
CaSl 1.4.jpg,5,69.444,0.123,Eye length,Solenopsis xyloni
CaSl 1.4.jpg,6,-23.629,0.056,Eye width,Solenopsis xyloni
CaSl 1.4.jpg,7,-21.989,0.638,Head width,Solenopsis xyloni
CaSl 1.4.jpg,8,90.356,0.774,Webers,Solenopsis xyloni
CaSl 1.5.jpg,1,53.842,0.774,Femur,Solenopsis xyloni
CaSl 1.5.jpg,2,-146.31,0.572,Scape,Solenopsis xyloni
CaSl 1.5.jpg,3,-29.427,0.431,Mandible length,Solenopsis xyloni
CaSl 1.5.jpg,4,28.974,0.665,Head length,Solenopsis xyloni
CaSl 1.5.jpg,5,33.69,0.087,Eye length,Solenopsis xyloni
CaSl 1.5.jpg,6,-55.008,0.059,Eye width,Solenopsis xyloni
CaSl 1.5.jpg,7,117.13,0.654,Head width,Solenopsis xyloni
CaSl 1.5.jpg,8,-65.743,0.854,Webers,Solenopsis xyloni
CaSl 1.6.jpg,1,84.928,0.808,Femur,Solenopsis xyloni
CaSl 1.6.jpg,2,108.759,0.533,Scape,Solenopsis xyloni
CaSl 1.6.jpg,3,151.783,0.443,Mandible length,Solenopsis xyloni
CaSl 1.6.jpg,4,102.938,0.723,Head length,Solenopsis xyloni
CaSl 1.6.jpg,5,96.71,0.122,Eye length,Solenopsis xyloni
CaSl 1.6.jpg,6,19.179,0.058,Eye width,Solenopsis xyloni
CaSl 1.6.jpg,7,13.288,0.663,Head width,Solenopsis xyloni
CaSl 1.6.jpg,8,-78.436,0.843,Webers,Solenopsis xyloni
CaSl 1.7.jpg,1,-20.225,1.968,Femur,Messor andrei
CaSl 1.7.jpg,2,75.458,1.272,Scape,Messor andrei
CaSl 1.7.jpg,3,-167.11,0.954,Mandible length,Messor andrei
CaSl 1.7.jpg,4,-102.624,1.504,Head length,Messor andrei
CaSl 1.7.jpg,5,78.024,0.312,Eye length,Messor andrei
CaSl 1.7.jpg,6,170.538,0.113,Eye width,Messor andrei
CaSl 1.7.jpg,7,167.786,1.553,Head width,Messor andrei
CaSl 1.7.jpg,8,30.006,2.138,Webers,Messor andrei
CaSl 1.8.jpg,1,-177.476,2.312,Femur,Messor andrei
CaSl 1.8.jpg,2,10.871,1.423,Scape,Messor andrei
CaSl 1.8.jpg,3,27.719,0.926,Mandible length,Messor andrei
CaSl 1.8.jpg,4,90.762,1.741,Head length,Messor andrei
CaSl 1.8.jpg,5,91.736,0.306,Eye length,Messor andrei
CaSl 1.8.jpg,6,-176.532,0.153,Eye width,Messor andrei
CaSl 1.8.jpg,7,0.764,1.736,Head width,Messor andrei
CaSl 1.8.jpg,8,-152.382,2.366,Webers,Messor andrei
CaSl 1.9.jpg,1,-15.245,2.236,Femur,Messor andrei
CaSl 1.9.jpg,2,-70.346,1.445,Scape,Messor andrei
CaSl 1.9.jpg,3,132.63,0.95,Mandible length,Messor andrei
CaSl 1.9.jpg,4,60.823,1.681,Head length,Messor andrei
CaSl 1.9.jpg,5,-115.427,0.313,Eye length,Messor andrei
CaSl 1.9.jpg,6,-32.471,0.181,Eye width,Messor andrei
CaSl 1.9.jpg,7,-31.016,1.734,Head width,Messor andrei
CaSl 1.9.jpg,8,149.439,2.258,Webers,Messor andrei
CaSl 1.10.jpg,1,-46.544,2.202,Femur,Messor andrei
CaSl 1.10.jpg,2,76.851,1.168,Scape,Messor andrei
CaSl 1.10.jpg,3,43.438,0.725,Mandible length,Messor andrei
CaSl 1.10.jpg,4,115.286,1.68,Head length,Messor andrei
CaSl 1.10.jpg,5,115.741,0.29,Eye length,Messor andrei
CaSl 1.10.jpg,6,32.574,0.199,Eye width,Messor andrei
CaSl 1.10.jpg,7,-153.222,1.686,Head width,Messor andrei
CaSl 1.10.jpg,8,19.097,2.421,Webers,Messor andrei
CaSl 1.11.jpg,1,61.767,2.193,Femur,Messor andrei
CaSl 1.11.jpg,2,-111.946,1.401,Scape,Messor andrei
CaSl 1.11.jpg,3,-172.345,0.893,Mandible length,Messor andrei
CaSl 1.11.jpg,4,-119.157,1.553,Head length,Messor andrei
CaSl 1.11.jpg,5,57.011,0.323,Eye length,Messor andrei
CaSl 1.11.jpg,6,145.713,0.127,Eye width,Messor andrei
CaSl 1.11.jpg,7,147.295,1.612,Head width,Messor andrei
CaSl 1.11.jpg,8,50.959,2.01,Webers,Messor andrei
CaSl 1.12.jpg,1,-120.777,1.979,Femur,Messor andrei
CaSl 1.12.jpg,2,21.55,1.397,Scape,Messor andrei
CaSl 1.12.jpg,3,-156.218,0.911,Mandible length,Messor andrei
CaSl 1.12.jpg,4,136.283,1.635,Head length,Messor andrei
CaSl 1.12.jpg,5,139.6,0.291,Eye length,Messor andrei
CaSl 1.12.jpg,6,47.726,0.14,Eye width,Messor andrei
CaSl 1.12.jpg,7,46.975,1.643,Head width,Messor andrei
CaSl 1.12.jpg,8,159.617,2.19,Webers,Messor andrei
CaSl 2.1.jpg,1,-107.218,1.878,Femur,Pogonomyrmex californicus
CaSl 2.1.jpg,2,-120.122,1.145,Scape,Pogonomyrmex californicus
CaSl 2.1.jpg,3,176.065,0.885,Mandible length,Pogonomyrmex californicus
CaSl 2.1.jpg,4,108.285,1.697,Head length,Pogonomyrmex californicus
CaSl 2.1.jpg,5,111.337,0.321,Eye length,Pogonomyrmex californicus
CaSl 2.1.jpg,6,19.983,0.164,Eye width,Pogonomyrmex californicus
CaSl 2.1.jpg,7,19.148,1.78,Head width,Pogonomyrmex californicus
CaSl 2.1.jpg,8,-103.648,1.841,Webers,Pogonomyrmex californicus
CaSl 2.2.jpg,1,125.936,1.72,Femur,Pogonomyrmex californicus
CaSl 2.2.jpg,2,-126.87,1.098,Scape,Pogonomyrmex californicus
CaSl 2.2.jpg,3,1.79,0.897,Mandible length,Pogonomyrmex californicus
CaSl 2.2.jpg,4,68.558,1.521,Head length,Pogonomyrmex californicus
CaSl 2.2.jpg,5,63.435,0.334,Eye length,Pogonomyrmex californicus
CaSl 2.2.jpg,6,145.886,0.175,Eye width,Pogonomyrmex californicus
CaSl 2.2.jpg,7,-18.488,1.591,Head width,Pogonomyrmex californicus
CaSl 2.2.jpg,8,-165.156,1.769,Webers,Pogonomyrmex californicus
CaSl 2.3.jpg,1,87.944,1.802,Femur,Pogonomyrmex californicus
CaSl 2.3.jpg,2,-84.312,1.165,Scape,Pogonomyrmex californicus
CaSl 2.3.jpg,3,97.821,0.848,Mandible length,Pogonomyrmex californicus
CaSl 2.3.jpg,4,29.682,1.557,Head length,Pogonomyrmex californicus
CaSl 2.3.jpg,5,30.828,0.333,Eye length,Pogonomyrmex californicus
CaSl 2.3.jpg,6,120.651,0.145,Eye width,Pogonomyrmex californicus
CaSl 2.3.jpg,7,121.235,1.674,Head width,Pogonomyrmex californicus
CaSl 2.3.jpg,8,-23.689,1.77,Webers,Pogonomyrmex californicus
CaSl 2.4.jpg,1,19.031,1.668,Femur,Pogonomyrmex californicus
CaSl 2.4.jpg,2,152.164,1.106,Scape,Pogonomyrmex californicus
CaSl 2.4.jpg,3,-76.135,0.744,Mandible length,Pogonomyrmex californicus
CaSl 2.4.jpg,4,-138.094,1.437,Head length,Pogonomyrmex californicus
CaSl 2.4.jpg,5,35.256,0.325,Eye length,Pogonomyrmex californicus
CaSl 2.4.jpg,6,127.569,0.15,Eye width,Pogonomyrmex californicus
CaSl 2.4.jpg,7,132.444,1.45,Head width,Pogonomyrmex californicus
CaSl 2.4.jpg,8,38.362,1.51,Webers,Pogonomyrmex californicus
CaSl 2.5.jpg,1,10.821,2.017,Femur,Pogonomyrmex californicus
CaSl 2.5.jpg,2,91.648,1.284,Scape,Pogonomyrmex californicus
CaSl 2.5.jpg,3,-95.711,1.021,Mandible length,Pogonomyrmex californicus
CaSl 2.5.jpg,4,-155.741,1.54,Head length,Pogonomyrmex californicus
CaSl 2.5.jpg,5,14.886,0.377,Eye length,Pogonomyrmex californicus
CaSl 2.5.jpg,6,118.179,0.147,Eye width,Pogonomyrmex californicus
CaSl 2.5.jpg,7,111.017,1.879,Head width,Pogonomyrmex californicus
CaSl 2.5.jpg,8,43.277,1.845,Webers,Pogonomyrmex californicus
CaSl 2.6.jpg,1,-109.502,1.904,Femur,Pogonomyrmex californicus
CaSl 2.6.jpg,2,-179.572,1.252,Scape,Pogonomyrmex californicus
CaSl 2.6.jpg,3,-44.275,1.044,Mandible length,Pogonomyrmex californicus
CaSl 2.6.jpg,4,-108.383,1.615,Head length,Pogonomyrmex californicus
CaSl 2.6.jpg,5,62.723,0.336,Eye length,Pogonomyrmex californicus
CaSl 2.6.jpg,6,147.995,0.132,Eye width,Pogonomyrmex californicus
CaSl 2.6.jpg,7,161.125,1.733,Head width,Pogonomyrmex californicus
CaSl 2.6.jpg,8,-52.065,1.961,Webers,Pogonomyrmex californicus
CaSl 2.7.jpg,1,121.958,1.19,Femur,Dorymyrmex bicolor
CaSl 2.7.jpg,2,-28.887,0.92,Scape,Dorymyrmex bicolor
CaSl 2.7.jpg,3,7.556,0.458,Mandible length,Dorymyrmex bicolor
CaSl 2.7.jpg,4,86.721,0.89,Head length,Dorymyrmex bicolor
CaSl 2.7.jpg,5,83.073,0.249,Eye length,Dorymyrmex bicolor
CaSl 2.7.jpg,6,169.54,0.153,Eye width,Dorymyrmex bicolor
CaSl 2.7.jpg,7,178.047,0.815,Head width,Dorymyrmex bicolor
CaSl 2.7.jpg,8,15.303,0.965,Webers,Dorymyrmex bicolor
CaSl 2.8.jpg,1,159.242,1.262,Femur,Dorymyrmex bicolor
CaSl 2.8.jpg,2,-28.301,0.984,Scape,Dorymyrmex bicolor
CaSl 2.8.jpg,3,81.937,0.577,Mandible length,Dorymyrmex bicolor
CaSl 2.8.jpg,4,3.042,0.987,Head length,Dorymyrmex bicolor
CaSl 2.8.jpg,5,4.764,0.287,Eye length,Dorymyrmex bicolor
CaSl 2.8.jpg,6,93.27,0.167,Eye width,Dorymyrmex bicolor
CaSl 2.8.jpg,7,93.094,0.882,Head width,Dorymyrmex bicolor
CaSl 2.8.jpg,8,145.402,1.249,Webers,Dorymyrmex bicolor
CaSl 2.9.jpg,1,-166.648,1.246,Femur,Dorymyrmex bicolor
CaSl 2.9.jpg,2,-96.659,0.935,Scape,Dorymyrmex bicolor
CaSl 2.9.jpg,3,-45,0.494,Mandible length,Dorymyrmex bicolor
CaSl 2.9.jpg,4,-124.636,0.871,Head length,Dorymyrmex bicolor
CaSl 2.9.jpg,5,54.211,0.25,Eye length,Dorymyrmex bicolor
CaSl 2.9.jpg,6,142.696,0.125,Eye width,Dorymyrmex bicolor
CaSl 2.9.jpg,7,143.263,0.812,Head width,Dorymyrmex bicolor
CaSl 2.9.jpg,8,17.609,1.138,Webers,Dorymyrmex bicolor
CaSl 2.10.jpg,1,-0.42,1.264,Femur,Dorymyrmex bicolor
CaSl 2.10.jpg,2,67.443,0.977,Scape,Dorymyrmex bicolor
CaSl 2.10.jpg,3,49.289,0.525,Mandible length,Dorymyrmex bicolor
CaSl 2.10.jpg,4,-36.983,0.939,Head length,Dorymyrmex bicolor
CaSl 2.10.jpg,5,-37.875,0.264,Eye length,Dorymyrmex bicolor
CaSl 2.10.jpg,6,48.652,0.154,Eye width,Dorymyrmex bicolor
CaSl 2.10.jpg,7,53.696,0.844,Head width,Dorymyrmex bicolor
CaSl 2.10.jpg,8,170.83,1.046,Webers,Dorymyrmex bicolor
CaSl 2.11.jpg,1,139.063,1.222,Femur,Dorymyrmex bicolor
CaSl 2.11.jpg,2,-27.609,0.925,Scape,Dorymyrmex bicolor
CaSl 2.11.jpg,3,-4.376,0.463,Mandible length,Dorymyrmex bicolor
CaSl 2.11.jpg,4,-85.011,0.894,Head length,Dorymyrmex bicolor
CaSl 2.11.jpg,5,-87.325,0.252,Eye length,Dorymyrmex bicolor
CaSl 2.11.jpg,6,3.945,0.137,Eye width,Dorymyrmex bicolor
CaSl 2.11.jpg,7,5.793,0.817,Head width,Dorymyrmex bicolor
CaSl 2.11.jpg,8,-100.665,1.108,Webers,Dorymyrmex bicolor
CaSl 2.12.jpg,1,-9.104,1.173,Femur,Dorymyrmex bicolor
CaSl 2.12.jpg,2,-66.879,0.91,Scape,Dorymyrmex bicolor
CaSl 2.12.jpg,3,-121.264,0.462,Mandible length,Dorymyrmex bicolor
CaSl 2.12.jpg,4,162.997,0.892,Head length,Dorymyrmex bicolor
CaSl 2.12.jpg,5,153.895,0.262,Eye length,Dorymyrmex bicolor
CaSl 2.12.jpg,6,68.199,0.165,Eye width,Dorymyrmex bicolor
CaSl 2.12.jpg,7,69.146,0.792,Head width,Dorymyrmex bicolor
CaSl 2.12.jpg,8,-111.892,1.109,Webers,Dorymyrmex bicolor
CaSl 3.1.jpg,1,-49.884,2.191,Femur,Messor andrei
